"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","prtvtdat","prtvtebe","prtvtchr","prtvtccy","prtvtffi","prtvtffr","prtvgde1","prtvgde2","prtvtegr","prtvthhu","prtvteis","prtvteie","prtvteit","prtvclt1","prtvclt2","prtvclt3","prtvtinl","prtvtcno","prtvtfpl","prtvtept","prtvtbrs","prtvtesk","prtvtgsi","prtvtges","prtvtdse","prtvthch","prtvtdgb","contplt","donprty","badge","sgnptit","pbldmna","bctprd","pstplonl","volunfp","clsprty","prtcleat","prtclebe","prtclbhr","prtclccy","prtclgfi","prtclgfr","prtclgde","prtclegr","prtclihu","prtcleis","prtclfie","prtclfit","prtclclt","prtclhnl","prtclcno","prtcljpl","prtclgpt","prtclbrs","prtclesk","prtclgsi","prtcldse","prtclhch","prtcldgb","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","lrnobed","loylead","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdnm","rlgblge","rlgdnme","rlgdgr","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","brncntr","cntbrthd","livecnta","lnghom1","lnghom2","feethngr","facntr","fbrncntc","mocntr","mbrncntc","ccnthum","ccrdprs","wrclmch","vteurmmb","vteubcmb","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","prob","stratum","psu"
"ESS11e02",11,"2.0","20.11.2024",68409,"HR",1.1277862,0.9825596,0.21126653,0.20758197,10,5,60,10,10,5,3,1,1,1,1,0,0,5,2,2,5,0,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,5,2,2,0,0,5,2,4,2,4,2,10,2,4,2,2,2,10,0,5,5,6,2,3,2,1,1,3,10,10,1,1,6,66,3,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,0,4,1,,1,6,2,5,5,2,5,2,2,2,2,2,5,5,3,2,5,2,1,5,2,0.0010455683,677,8716
"ESS11e02",11,"2.0","20.11.2024",68423,"HR",0.916621,1.3008165,0.21126653,0.27481902,15,5,30,10,10,10,3,1,3,2,2,3,2,3,5,3,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,,,5,,,,,,,,,,,,,,,,,,,,,2,7,8,3,2,2,88,9,2,2,2,5,3,2,4,3,4,3,0,0,0,9,5,5,3,2,1,1,3,10,1,1,1,6,66,8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",4,5,4,2,,1,4,2,2,1,4,4,2,2,2,4,2,4,2,5,1,1,1,1,1,4,0.0012864395,675,9174
"ESS11e02",11,"2.0","20.11.2024",68432,"HR",1.1277862,0.93540514,0.21126653,0.19761981,60,1,6666,3,6,6,3,2,1,1,1,7,7,10,5,5,8,10,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,11,,,,,,,,,,,,,,,,,,,,,2,9,8,5,6,8,7,7,2,5,2,5,2,1,1,3,4,4,2,1,0,8,4,2,2,2,1,3,2,10,10,1,1,6,66,9,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,3,2,2,,3,5,1,3,2,4,2,2,1,3,4,2,4,1,6,3,4,2,5,1,6,0.0010455683,677,8744
"ESS11e02",11,"2.0","20.11.2024",68436,"HR",0.90222955,0.91831905,0.21126653,0.1940101,5,5,480,3,5,3,2,1,3,2,2,1,1,5,1,2,0,0,3,,,66,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,8,7,4,2,3,2,8,2,2,4,3,3,2,3,2,2,2,5,5,3,6,5,1,2,2,1,1,3,5,5,1,2,6,66,7,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",4,3,2,2,,2,3,2,2,1,4,2,2,1,2,1,2,2,1,4,1,3,1,1,2,1,0.0013069595,706,9251
"ESS11e02",11,"2.0","20.11.2024",68441,"HR",1.1413082,1.5419484,0.21126653,0.32576212,120,5,120,5,5,3,2,1,1,1,1,1,5,5,0,0,3,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,5,3,5,5,3,7,5,2,4,2,4,5,2,4,3,3,2,4,2,5,4,4,2,2,2,3,3,2,10,10,1,1,6,66,10,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","SLV",1,2,"IT",2,"SI",4,10,4,1,,5,5,2,5,2,5,2,2,2,2,2,2,5,1,5,2,5,2,2,2,2,0.0010331806,718,8875
"ESS11e02",11,"2.0","20.11.2024",68468,"HR",1.2066916,1.167827,0.21126653,0.24672277,60,1,6666,2,2,2,2,3,2,8,8,3,3,5,6,6,2,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,5,,,,,,,,,,,,,,,,,,,,,2,88,10,4,6,6,88,9,2,4,3,4,7,1,3,2,3,2,3,5,4,10,4,2,1,2,1,2,3,10,10,1,1,6,66,10,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,2,"BA",2,"BA",3,88,4,1,,6,4,3,4,2,5,3,4,4,3,1,2,2,4,5,2,2,2,2,1,4,0.0009771987,701,9048
"ESS11e02",11,"2.0","20.11.2024",68482,"HR",0.90694356,1.2253134,0.21126653,0.25886774,300,1,6666,7,7,7,3,2,3,2,2,0,0,7,0,0,5,5,2,,,66,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,4,8,7,6,7,6,5,3,4,2,4,5,2,3,1,1,1,4,4,5,8,3,1,3,2,1,2,3,5,4,1,3,6,66,10,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","SRP",1,2,"RS",1,"6666",3,6,3,1,,3,5,2,3,1,4,5,4,4,4,2,2,3,3,4,5,2,2,2,1,4,0.0013001664,676,9179
"ESS11e02",11,"2.0","20.11.2024",68485,"HR",1.1277862,1.1478978,0.21126653,0.2425124,0,5,360,3,3,4,4,1,1,1,1,0,0,4,0,0,2,5,2,,,66,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,5,9,1,0,4,4,3,2,4,2,5,7,2,5,2,2,2,6,7,6,10,5,3,3,2,1,1,3,8,8,1,1,6,66,4,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",2,1,"6666",1,"6666",3,3,2,1,,5,4,3,2,3,2,5,3,4,1,1,2,2,2,4,3,2,2,5,3,4,0.0010455683,677,8667
"ESS11e02",11,"2.0","20.11.2024",68487,"HR",0.90222955,0.69032276,0.21126653,0.1458421,30,5,60,0,9,1,4,1,1,1,2,3,3,5,0,0,4,4,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,2,6,3,0,1,7,3,1,5,2,5,2,1,5,2,2,3,1,2,1,5,5,1,3,2,2,3,3,9,4,1,1,6,66,5,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",5,4,4,1,,5,5,3,3,2,5,5,4,5,3,1,4,4,4,5,1,2,2,1,1,5,0.0013069595,706,9249
"ESS11e02",11,"2.0","20.11.2024",68524,"HR",0.93040305,1.5425583,0.21126653,0.32589096,60,5,180,4,4,3,2,2,3,2,3,6,4,5,4,3,7,7,3,,,66,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,3,9,5,5,6,5,4,2,2,3,4,5,1,4,1,2,2,8,5,5,8,7,3,2,2,1,1,3,7,8,1,1,6,66,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,4,3,1,,2,2,3,2,1,2,3,2,4,3,2,3,1,1,3,1,3,1,3,2,4,0.0012673835,725,9336
"ESS11e02",11,"2.0","20.11.2024",68603,"HR",0.92566484,0.82474506,0.21126653,0.17424104,20,5,360,4,6,3,3,1,5,3,4,3,3,4,2,3,5,6,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,6,8,4,4,5,6,6,1,3,4,3,6,2,3,2,2,2,6,6,5,8,6,3,4,2,1,1,3,4,6,1,1,6,66,6,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","ALB",1,2,"XK",2,"XK",3,3,3,1,,5,5,4,2,2,1,5,2,5,3,3,3,1,2,2,2,5,2,4,2,2,0.0012738709,722,9195
"ESS11e02",11,"2.0","20.11.2024",68607,"HR",1.0517192,1.0178461,0.21126653,0.21503682,90,1,6666,5,5,5,4,2,1,1,1,0,7,5,0,0,5,10,1,,,77,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,7,,,66,,,,,,,,,,,,,,,,,,,,,6,77,10,3,0,3,88,5,1,5,2,5,1,1,2,3,3,1,5,5,5,10,4,2,2,2,1,3,2,10,5,1,1,6,66,8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,8,3,33,,5,5,1,2,1,2,3,1,1,1,1,1,3,1,5,1,5,1,1,1,1,0.0011211905,716,8800
"ESS11e02",11,"2.0","20.11.2024",68628,"HR",0.9144896,0.8247658,0.21126653,0.17424542,120,5,60,0,6,5,4,2,3,2,2,2,2,8,0,0,2,5,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,1,9,5,4,4,6,7,2,2,4,4,5,4,5,2,2,2,7,8,7,9,6,4,4,2,1,3,2,10,5,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,2,"RS",1,"6666",4,7,4,1,,1,5,1,2,2,1,5,1,1,1,3,1,4,2,4,2,4,1,1,2,3,0.0012894378,695,9232
"ESS11e02",11,"2.0","20.11.2024",68640,"HR",1.130045,1.2001009,0.21126653,0.25354117,0,5,690,4,5,8,4,1,2,1,2,0,1,3,0,0,6,6,3,,,66,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,6,9,5,3,3,4,8,5,1,5,1,10,5,5,2,2,2,10,10,10,10,7,2,3,2,2,3,3,8,8,1,1,6,66,4,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",4,4,4,1,,1,3,1,3,2,1,6,2,2,3,2,2,1,1,1,2,1,1,2,3,1,0.0010434783,678,8699
"ESS11e02",11,"2.0","20.11.2024",68644,"HR",0.92566484,0.82474506,0.21126653,0.17424104,60,5,360,6,3,1,1,1,2,1,4,5,0,5,1,0,7,4,8,,,66,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,1,1,1,2,,,66,,,,,,,,,,,,,,,,,,,,,6,5,9,0,0,1,2,0,2,1,5,1,8,5,5,1,1,1,8,10,9,9,6,4,2,2,1,3,1,0,3,2,66,2,66,0,7,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"6666",6666,"HRV","ENG",1,1,"6666",1,"6666",5,8,4,1,,1,3,1,3,1,2,4,1,5,1,3,1,3,6,5,2,1,1,1,5,2,0.0012738709,722,9194
"ESS11e02",11,"2.0","20.11.2024",68651,"HR",0.90222955,0.87317103,0.21126653,0.18447182,120,1,6666,3,9,10,3,2,1,1,1,88,5,10,5,1,8,8,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,88,5,3,1,5,6,5,3,5,2,5,88,2,2,4,4,3,0,2,2,6,6,2,2,2,3,4,1,10,88,1,1,6,66,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,0,5,88,,3,6,1,3,3,5,2,4,2,4,2,2,5,1,5,1,3,3,2,2,5,0.0013069595,706,9309
"ESS11e02",11,"2.0","20.11.2024",68700,"HR",1.1277862,0.9825596,0.21126653,0.20758197,80,5,120,6,4,3,2,2,2,1,2,3,3,6,2,2,5,6,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,19,,,,,,,,,,,,,,,,,,,,,2,3,5,2,2,4,5,6,2,2,3,3,6,3,5,1,2,2,5,4,3,5,6,3,3,2,1,3,2,8,6,1,1,6,66,2,6,77,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",4,1,4,1,,5,5,2,5,1,5,3,2,2,2,2,2,5,2,5,2,2,1,2,3,4,0.0010455683,677,8539
"ESS11e02",11,"2.0","20.11.2024",68703,"HR",1.0955013,0.74503505,0.21126653,0.15740098,30,5,180,6,6,7,3,2,3,3,3,5,7,9,5,5,7,7,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,1,2,,,66,,,,,,,,,,,,,,,,,,,,,6,7,9,5,5,7,7,8,2,2,4,3,7,3,3,1,1,1,7,10,10,9,7,6,5,2,3,3,2,10,8,1,1,6,66,9,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,10,4,1,,1,3,1,4,1,2,2,2,2,3,4,1,3,2,4,1,3,1,1,1,4,0.0010763818,696,8840
"ESS11e02",11,"2.0","20.11.2024",68708,"HR",0.9018055,1.2247968,0.21126653,0.25875857,240,5,20,8,1,1,3,2,2,2,2,3,2,8,2,2,7,7,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,5,,,,,,,,,,,,,,,,,,,,,2,6,9,8,8,8,7,3,2,2,2,2,8,2,5,1,2,3,8,8,8,8,7,1,2,2,1,3,3,8,7,1,3,6,66,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",4,0,4,1,,3,5,2,6,2,3,2,3,2,4,2,4,4,2,5,2,5,3,2,2,3,0.0013075741,723,9361
"ESS11e02",11,"2.0","20.11.2024",68731,"HR",0.916621,1.4449941,0.21126653,0.3052789,10,1,6666,6,7,6,4,2,1,2,1,1,1,3,0,1,2,3,2,,,66,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,88,5,3,1,3,5,1,1,8,8,4,88,8,5,3,3,2,4,6,5,88,6,0,2,2,2,2,3,7,5,1,1,6,66,8,3,77,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,1,2,88,,5,5,88,4,3,5,88,3,3,5,3,3,5,2,6,1,2,2,3,3,6,0.0012864395,675,9167
"ESS11e02",11,"2.0","20.11.2024",68739,"HR",1.1277862,0.93540514,0.21126653,0.19761981,60,5,120,1,5,3,3,2,2,2,1,1,1,1,0,0,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,5,6,0,0,0,3,3,2,2,4,2,10,3,4,1,1,1,10,10,10,8,4,3,2,2,2,1,3,9,9,2,66,2,66,0,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"BA",1985,"HRV","000",1,2,"BA",2,"BA",4,5,3,1,,3,5,2,2,1,2,5,2,5,2,2,2,3,1,5,2,2,2,2,2,4,0.0010455683,677,8645
"ESS11e02",11,"2.0","20.11.2024",68742,"HR",0.9144896,0.6219316,0.21126653,0.13139334,30,5,180,5,7,7,3,2,2,2,2,3,5,8,2,0,6,9,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,5,9,3,4,5,8,7,1,2,1,3,8,2,5,1,3,2,6,7,7,8,6,2,4,2,1,1,3,9,8,1,1,6,66,9,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",4,4,3,1,,4,6,1,5,1,5,6,2,1,4,3,1,4,1,5,2,3,2,3,1,5,0.0012894378,695,9311
"ESS11e02",11,"2.0","20.11.2024",68770,"HR",1.0955013,0.90862745,0.21126653,0.19196257,180,5,240,3,3,7,3,1,2,1,2,0,0,6,1,1,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,8,,,,,,,,,,,,,,,,,,,,,2,0,5,5,4,6,2,2,2,2,4,4,2,2,4,2,2,2,2,6,2,7,2,4,1,2,3,2,3,10,5,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,9,3,1,,2,5,2,4,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,0.0010763818,696,8834
"ESS11e02",11,"2.0","20.11.2024",68807,"HR",1.11897,1.5117688,0.21126653,0.31938615,30,5,480,2,8,4,2,2,1,1,1,0,5,2,0,0,88,88,1,,,77,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,8,2,1,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,88,8,0,1,1,2,0,1,1,5,2,88,2,5,1,2,2,5,5,88,8,6,4,8,2,2,2,2,10,8,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"RS",1971,"HRV","000",1,2,"BA",1,"6666",4,7,4,1,,1,5,1,3,2,1,1,1,2,1,2,1,2,2,5,1,1,1,2,1,2,0.0010538062,687,8987
"ESS11e02",11,"2.0","20.11.2024",68816,"HR",0.9144896,0.97053015,0.21126653,0.20504054,180,1,6666,0,0,0,3,1,3,2,4,1,0,2,0,0,1,2,1,,,77,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,10,5,0,2,2,5,0,2,5,1,5,88,1,2,4,4,4,0,0,0,3,1,1,1,2,2,3,2,10,5,1,1,6,66,10,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",4,0,3,55,,2,5,2,5,2,6,2,3,3,5,1,1,2,1,5,1,2,4,2,1,5,0.0012894378,695,9312
"ESS11e02",11,"2.0","20.11.2024",68849,"HR",0.9089698,0.7919206,0.21126653,0.16730632,5,5,300,5,7,3,4,1,1,1,3,0,0,0,0,0,0,0,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,5,9,0,0,0,3,0,1,2,2,4,0,2,5,3,3,3,0,0,2,9,7,4,5,2,1,3,3,5,5,2,66,2,66,0,7,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",5,0,5,2,,1,5,1,3,1,4,5,1,1,3,1,1,3,2,5,2,3,1,1,4,4,0.0012972681,717,9213
"ESS11e02",11,"2.0","20.11.2024",68869,"HR",1.0835544,0.89871854,0.21126653,0.18986915,30,5,120,5,5,8,3,1,2,2,1,2,2,4,0,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,88,,,,,,,,,,,,,,,,,,,,,6,5,5,0,2,0,2,6,2,3,4,8,5,2,4,2,2,2,4,3,3,7,5,2,2,2,2,3,3,5,2,1,1,6,66,8,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,5,4,1,,3,5,2,5,2,5,3,1,1,1,3,2,5,2,6,2,5,1,4,3,5,0.0010882494,714,8790
"ESS11e02",11,"2.0","20.11.2024",68891,"HR",1.0955013,1.0602179,0.21126653,0.22398856,70,5,120,6,4,8,3,3,2,2,2,4,5,5,5,7,7,7,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,7,7,5,5,3,6,6,2,2,3,3,8,1,4,2,3,2,2,3,5,7,7,2,3,2,3,1,3,7,7,1,1,6,66,7,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",2,"BA",3,5,4,1,,2,3,1,2,4,3,3,1,2,4,3,2,3,1,3,1,3,3,3,2,3,0.0010763818,696,8823
"ESS11e02",11,"2.0","20.11.2024",68959,"HR",1.1277862,0.9825596,0.21126653,0.20758197,30,5,240,6,6,6,2,2,2,2,3,8,3,5,5,5,8,8,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,5,,,,,,,,,,,,,,,,,,,,,1,8,8,7,8,8,8,7,2,2,3,4,9,2,4,3,3,3,8,6,7,8,5,2,2,2,1,2,3,9,9,1,1,6,66,5,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,5,3,1,,3,5,2,5,2,4,2,2,2,2,2,2,3,2,5,2,2,2,2,2,3,0.0010455683,677,8634
"ESS11e02",11,"2.0","20.11.2024",68980,"HR",0.9144896,0.88503623,0.21126653,0.18697853,120,1,6666,2,2,2,4,1,1,1,1,3,8,7,0,0,8,9,2,,,66,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,5,9,5,5,5,5,3,1,2,4,4,8,2,3,3,3,3,5,5,2,9,7,2,2,2,2,3,3,3,2,1,1,6,66,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,5,3,1,,2,4,1,4,1,5,3,2,1,2,2,2,4,2,5,2,4,2,3,2,5,0.0012894378,695,9313
"ESS11e02",11,"2.0","20.11.2024",69006,"HR",1.1277862,0.76699173,0.21126653,0.16203968,30,5,150,6,6,8,3,2,1,2,1,0,4,4,0,0,4,4,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,7,9,1,0,3,7,8,4,2,4,2,5,3,5,4,4,4,5,3,5,9,7,3,3,2,1,1,3,8,7,1,1,6,66,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",5,0,3,1,,1,4,1,1,1,3,5,2,3,3,1,1,2,1,5,1,2,1,3,3,4,0.0010455683,677,8614
"ESS11e02",11,"2.0","20.11.2024",69015,"HR",0.90222955,0.6617799,0.21126653,0.13981195,25,5,184,10,8,7,2,2,3,1,1,2,5,8,0,0,0,0,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,8,8,2,3,5,3,7,2,3,4,4,7,2,5,2,2,2,5,2,3,8,6,3,5,2,3,3,2,10,8,1,1,6,66,7,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,10,5,2,,4,5,3,2,4,4,3,2,2,2,2,3,3,2,5,2,2,3,1,2,3,0.0013069595,706,9300
"ESS11e02",11,"2.0","20.11.2024",69068,"HR",1.130045,0.7685278,0.21126653,0.16236421,90,5,600,2,6,7,3,2,2,2,1,5,7,7,2,2,8,8,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,7,8,2,2,4,8,7,1,2,4,4,7,2,4,2,2,2,7,5,3,9,7,2,3,2,2,1,3,7,7,1,1,6,66,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"BA",2013,"HRV","000",1,2,"BA",2,"BA",3,7,3,1,,1,5,1,5,1,5,2,1,1,3,1,1,3,1,5,1,5,1,2,2,4,0.0010434783,678,8692
"ESS11e02",11,"2.0","20.11.2024",69142,"HR",0.93337303,0.7741555,0.21126653,0.16355315,90,1,6666,8,8,8,4,1,1,1,1,8,8,8,6,6,8,8,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,66,,,,,,,,,,,,,,,,,,,,,6,88,5,88,88,88,10,10,1,4,2,4,88,2,3,8,8,8,88,88,88,4,7,1,3,2,2,5,1,8,10,1,1,6,66,10,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",88,88,2,1,,6,6,2,6,2,6,2,2,2,4,2,2,5,2,6,2,5,3,2,2,5,0.0012633507,673,9143
"ESS11e02",11,"2.0","20.11.2024",69156,"HR",1.1277862,0.9825596,0.21126653,0.20758197,60,5,240,0,8,5,2,2,1,3,2,5,5,8,3,3,3,8,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,19,,,,,,,,,,,,,,,,,,,,,2,0,7,5,3,3,6,7,2,2,4,2,8,2,3,3,3,3,88,5,10,10,5,4,3,2,2,2,3,10,10,1,1,6,66,7,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"HRV","000",1,1,"6666",1,"6666",3,2,4,1,,2,5,1,2,2,5,5,2,2,2,2,1,2,1,6,2,2,2,2,2,4,0.0010455683,677,8660
