"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","prtvtdat","prtvtebe","prtvtchr","prtvtccy","prtvtffi","prtvtffr","prtvgde1","prtvgde2","prtvtegr","prtvthhu","prtvteis","prtvteie","prtvteit","prtvclt1","prtvclt2","prtvclt3","prtvtinl","prtvtcno","prtvtfpl","prtvtept","prtvtbrs","prtvtesk","prtvtgsi","prtvtges","prtvtdse","prtvthch","prtvtdgb","contplt","donprty","badge","sgnptit","pbldmna","bctprd","pstplonl","volunfp","clsprty","prtcleat","prtclebe","prtclbhr","prtclccy","prtclgfi","prtclgfr","prtclgde","prtclegr","prtclihu","prtcleis","prtclfie","prtclfit","prtclclt","prtclhnl","prtclcno","prtcljpl","prtclgpt","prtclbrs","prtclesk","prtclgsi","prtcldse","prtclhch","prtcldgb","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","lrnobed","loylead","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdnm","rlgblge","rlgdnme","rlgdgr","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","brncntr","cntbrthd","livecnta","lnghom1","lnghom2","feethngr","facntr","fbrncntc","mocntr","mbrncntc","ccnthum","ccrdprs","wrclmch","vteurmmb","vteubcmb","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","prob","stratum","psu"
"ESS11e02",11,"2.0","20.11.2024",61037,"ES",0.9896965,0.8780792,2.2531533,1.978447,4,4,1,1,1,6,7,8,0,1,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,7,5,7,3,1,3,4,2,4,2,4,3,3,3,4,2,5,6,5,3,3,1,3,3,3,9,7,1,1,6,66,7,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",4,8,5,1,,1,5,1,4,1,1,2,1,1,2,1,2,4,1,3,2,4,1,2,2,2,0.00011665869,333,4139
"ESS11e02",11,"2.0","20.11.2024",61040,"ES",1.0012964,0.94371325,2.2531533,2.1263306,4,1,1,1,1,5,4,7,1,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,3,8,10,2,1,5,8,6,2,2,5,1,4,3,5,2,2,2,2,2,3,10,6,4,4,1,2,2,3,9,9,1,1,6,66,5,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",2,5,3,1,,1,1,1,1,2,2,4,3,2,1,2,1,3,3,2,2,5,2,4,1,1,0.000115307215,319,4447
"ESS11e02",11,"2.0","20.11.2024",61051,"ES",1.0226364,1.0763192,2.2531533,2.4251122,3,3,1,3,2,6,4,4,2,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2,1,2,1,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,3,6,8,4,0,2,2,8,3,2,5,3,5,2,3,2,2,2,5,5,3,8,4,4,1,2,2,3,3,10,8,8,66,1,1,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",3,5,3,1,,3,2,3,4,3,2,2,3,3,3,2,2,4,1,4,5,3,3,3,3,3,0.00011290101,321,4463
"ESS11e02",11,"2.0","20.11.2024",61062,"ES",1.1354986,0.7846406,2.2531533,1.7679155,4,1,1,1,1,8,8,9,8,7,8,7,2,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,6,8,6,7,7,3,1,2,1,7,3,2,2,2,2,8,2,8,8,4,3,3,2,2,1,3,8,8,1,3,6,66,8,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"RO",2006,"SPA","RUM",1,2,"RO",2,"RO",4,7,3,1,,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.00010167929,295,4209
"ESS11e02",11,"2.0","20.11.2024",61063,"ES",1.0346621,1.1842251,2.2531533,2.6682405,3,4,2,4,3,8,8,9,8,7,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2,2,2,2,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,10,8,8,7,9,9,9,3,1,5,1,10,2,2,1,2,2,7,7,6,10,7,4,3,2,3,1,3,7,8,2,66,2,66,4,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","DUT",1,2,"NL",1,"6666",4,8,3,1,,2,3,2,3,1,3,4,1,1,3,2,1,2,1,5,1,5,1,2,4,3,0.00011158879,300,4231
"ESS11e02",11,"2.0","20.11.2024",61073,"ES",0.8385274,0.88254553,2.2531533,1.9885104,3,2,1,2,1,5,3,7,1,1,88,88,2,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,3,4,8,6,6,6,6,4,2,1,5,1,6,2,4,3,3,3,4,5,3,8,4,2,2,2,4,3,3,10,6,1,1,6,66,8,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",3,2,3,2,,1,5,1,4,2,5,3,2,1,2,1,1,5,2,5,2,3,1,2,2,4,0.00013768983,322,4465
"ESS11e02",11,"2.0","20.11.2024",61100,"ES",0.7958557,0.7357742,2.2531533,1.6578121,1,2,4,1,4,0,5,7,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,77,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,6,8,0,0,3,3,4,2,1,5,1,1,5,5,2,2,2,6,3,3,8,4,3,3,2,2,3,3,8,5,1,1,6,66,8,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","ENG",2,1,"6666",1,"6666",4,3,3,1,,3,5,2,4,2,5,5,3,3,4,3,3,3,2,5,5,5,2,2,5,2,0.00014507241,318,4398
"ESS11e02",11,"2.0","20.11.2024",61106,"ES",0.8954821,1.0316554,2.2531533,2.3244777,4,3,2,3,2,5,5,5,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,52,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,5,5,7,5,3,2,4,2,8,4,4,2,2,2,5,5,5,7,7,3,3,2,2,2,3,5,5,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",4,4,3,1,,1,4,2,5,4,2,5,4,5,1,1,1,3,3,3,3,4,2,4,5,1,0.00012893244,290,4179
"ESS11e02",11,"2.0","20.11.2024",61118,"ES",1.005283,1.3983028,2.2531533,3.1505904,1,4,4,3,3,7,6,8,6,6,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,2,2,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,3,3,9,7,7,8,6,9,2,4,4,4,7,2,2,2,2,2,9,8,9,9,7,3,3,1,2,2,3,9,7,1,6,6,66,8,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"PK",2003,"SPA","URD",1,2,"PK",2,"PK",3,9,3,1,,2,5,2,2,1,3,1,2,2,3,2,2,2,2,3,2,2,2,2,2,2,0.00011484995,307,4343
"ESS11e02",11,"2.0","20.11.2024",61155,"ES",1.1822245,1.5356938,2.2531533,3.4601533,3,3,2,3,1,7,7,8,5,5,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,4,7,2,4,4,4,6,2,1,5,1,8,3,4,2,2,2,6,5,5,7,5,4,2,2,2,2,3,6,6,1,1,6,66,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"CO",2001,"SPA","000",2,2,"CO",2,"CO",4,9,4,1,,2,4,1,4,1,3,2,2,1,2,2,2,3,1,2,2,3,1,1,2,2,0.000097660544,283,4154
"ESS11e02",11,"2.0","20.11.2024",61178,"ES",0.8669123,0.79840904,2.2531533,1.7989379,1,2,4,2,4,3,1,1,2,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,9,,,,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,5,4,2,2,2,1,1,5,1,1,4,5,1,1,1,10,10,8,7,6,4,3,2,2,2,3,2,1,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"GLG","000",1,1,"6666",1,"6666",4,2,3,2,,4,5,1,3,2,4,5,1,3,5,1,2,3,4,6,4,4,2,2,2,4,0.00013318151,313,4368
"ESS11e02",11,"2.0","20.11.2024",61199,"ES",1.005283,0.98434514,2.2531533,2.2178805,4,1,1,1,1,0,5,5,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,4,0,5,0,0,0,4,0,1,1,5,1,0,1,5,2,2,2,5,5,5,8,6,1,1,2,2,3,3,10,5,1,1,6,66,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",3,5,3,1,,1,5,1,5,1,3,3,2,2,4,1,1,3,1,6,1,1,1,3,1,4,0.00011484995,307,4333
"ESS11e02",11,"2.0","20.11.2024",61206,"ES",0.970378,1.0720677,2.2531533,2.4155328,2,1,1,1,1,0,6,8,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,77,,,,2,2,2,2,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,6,7,10,0,0,0,4,0,1,1,5,1,8,1,4,4,4,4,0,0,1,10,5,2,1,2,1,3,3,10,10,1,1,6,66,7,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",3,5,3,1,,2,5,1,5,1,1,1,1,1,1,1,1,6,1,6,1,6,1,1,6,1,0.00011898115,288,4072
"ESS11e02",11,"2.0","20.11.2024",61215,"ES",1.0346621,1.2618641,2.2531533,2.843173,2,4,1,2,1,5,5,5,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,77,,,,2,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,6,0,5,5,5,5,0,10,3,1,5,1,0,1,5,2,2,2,5,5,5,8,2,2,4,2,2,3,3,5,5,1,1,6,66,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","CAT",1,1,"6666",1,"6666",4,10,4,1,,2,5,2,5,2,2,5,2,2,5,2,2,5,2,5,2,5,2,2,2,2,0.00011158879,300,4239
"ESS11e02",11,"2.0","20.11.2024",61235,"ES",1.0353187,1.0666487,2.2531533,2.403323,3,1,1,1,1,4,4,3,0,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,7,5,0,0,0,0,5,5,2,5,2,9,1,2,1,1,2,5,5,4,5,5,3,3,2,2,2,3,5,5,1,4,6,66,6,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"CO",2002,"SPA","000",1,2,"CO",2,"CO",3,0,3,1,,2,3,2,2,2,3,1,2,2,3,2,2,2,2,3,2,3,2,2,2,2,0.00011151801,299,4091
"ESS11e02",11,"2.0","20.11.2024",61244,"ES",1.0766741,0.9043639,2.2531533,2.0376704,4,3,2,2,1,3,4,2,1,0,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,4,8,3,3,0,5,5,2,2,5,2,5,4,5,2,2,2,6,8,5,8,6,4,3,1,1,3,3,5,5,2,66,2,66,5,7,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"6666",6666,"SPA","CAT",1,1,"6666",1,"6666",4,5,3,55,,2,5,3,5,5,4,6,2,3,1,2,4,5,6,4,5,5,2,3,3,1,0.000107234584,320,4130
"ESS11e02",11,"2.0","20.11.2024",61249,"ES",1.2218205,0.8648255,2.2531533,1.9485843,3,1,1,1,2,2,2,2,2,2,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,2,2,2,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,3,3,9,5,4,3,4,2,1,1,5,1,10,5,5,1,1,1,9,8,8,9,7,6,3,2,3,1,3,2,2,1,7,6,66,6,7,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"6666",6666,"SPA","BAQ",1,1,"6666",1,"6666",3,6,4,1,,2,5,1,5,2,2,4,1,2,2,3,2,3,3,5,3,5,1,1,1,1,0.00009449563,329,4493
"ESS11e02",11,"2.0","20.11.2024",61254,"ES",1.1410136,1.3341328,2.2531533,3.0060055,4,2,1,1,1,5,7,8,0,0,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,3,2,5,5,3,3,2,5,2,88,2,4,4,4,4,2,2,3,7,6,3,3,2,1,2,3,6,6,1,1,6,66,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"CAT","000",2,1,"6666",1,"6666",2,3,3,1,,4,6,1,3,4,5,3,2,2,4,3,1,5,3,6,2,4,1,2,88,5,0.000101187834,302,4269
"ESS11e02",11,"2.0","20.11.2024",61261,"ES",1.0012964,0.78600466,2.2531533,1.770989,1,4,1,2,1,4,4,6,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2,2,2,7,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,4,8,7,7,8,4,3,2,1,5,1,7,2,2,2,2,2,9,10,10,7,5,3,3,2,3,3,3,8,8,2,66,2,66,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",4,6,4,1,,2,3,2,5,2,5,3,1,1,4,1,6,6,2,5,2,2,2,2,5,3,0.000115307215,319,4431
"ESS11e02",11,"2.0","20.11.2024",61277,"ES",1.107322,0.8895006,2.2531533,2.0041811,4,2,1,1,4,4,5,5,5,5,5,88,2,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,10,10,7,5,4,5,4,2,1,5,1,8,2,4,3,3,3,8,8,8,10,5,1,2,2,2,3,3,9,9,1,1,6,66,8,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"EC",2001,"SPA","000",1,2,"EC",2,"EC",3,8,3,1,,3,5,1,4,2,2,3,2,2,4,2,2,2,2,3,2,5,2,2,1,3,0.00010426659,324,4476
"ESS11e02",11,"2.0","20.11.2024",61313,"ES",1.0353187,1.1438141,2.2531533,2.5771885,3,1,3,1,3,2,4,4,0,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,5,0,2,0,2,2,0,4,1,4,1,5,2,4,1,1,1,2,8,7,10,2,1,2,2,3,2,3,10,6,2,66,2,66,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",4,10,5,55,,1,6,2,2,2,2,5,2,2,5,1,2,3,2,1,5,5,2,2,5,3,0.00011151801,299,4092
"ESS11e02",11,"2.0","20.11.2024",61325,"ES",0.99445796,1.1740369,2.2531533,2.645285,2,2,2,2,3,3,5,6,0,0,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,5,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,5,8,5,1,2,4,2,2,1,5,1,3,2,4,2,2,2,6,6,3,7,4,3,2,2,2,1,3,0,5,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","CAT",1,1,"6666",1,"6666",4,4,3,1,,2,5,1,2,1,3,5,3,1,3,1,2,3,1,2,3,5,3,1,6,3,0.00011610013,301,4248
"ESS11e02",11,"2.0","20.11.2024",61344,"ES",0.97141606,0.781376,2.2531533,1.7605599,3,1,1,1,1,7,8,10,7,6,8,9,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,6,7,5,8,9,3,5,4,2,5,2,1,2,2,2,2,5,2,7,5,4,3,2,2,3,3,8,6,1,1,6,66,8,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",3,8,4,1,,5,6,2,1,2,3,3,1,1,4,2,1,6,3,6,2,1,1,2,1,4,0.000118854005,296,4215
"ESS11e02",11,"2.0","20.11.2024",61406,"ES",0.8601365,0.73156744,2.2531533,1.6483335,2,3,2,2,2,6,5,6,4,4,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,1,2,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,8,5,6,6,6,6,2,1,5,1,8,2,5,1,1,1,8,9,7,9,7,6,4,2,1,3,3,5,3,1,1,6,66,7,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",5,8,4,1,,5,5,1,4,3,2,3,2,1,2,3,2,4,5,4,2,4,2,2,2,2,0.00013423066,328,4492
"ESS11e02",11,"2.0","20.11.2024",61434,"ES",0.7985414,0.81194645,2.2531533,1.8294398,3,2,1,2,2,5,7,8,1,0,5,7,2,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,5,7,2,2,2,1,6,4,1,5,1,5,4,5,2,2,2,6,7,5,8,6,4,3,1,2,2,3,8,8,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"GLG","000",1,1,"6666",1,"6666",4,5,3,1,,3,2,1,2,1,3,4,2,2,1,3,2,2,3,3,2,3,2,3,5,3,0.00014458448,315,4383
"ESS11e02",11,"2.0","20.11.2024",61452,"ES",0.924328,0.7700987,2.2531533,1.7351503,3,3,2,3,2,5,8,5,5,5,8,7,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,6,9,5,4,7,8,8,2,2,5,2,9,3,3,2,2,2,6,6,5,9,7,4,3,2,2,1,3,10,9,1,1,6,66,5,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",4,7,3,1,,2,5,1,5,2,3,6,3,1,2,2,2,4,3,4,3,5,2,2,5,2,0.0001249088,291,4181
"ESS11e02",11,"2.0","20.11.2024",61488,"ES",1.0012964,0.9295628,2.2531533,2.0944474,3,2,2,2,2,5,4,8,4,4,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2,2,2,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,3,2,6,5,5,5,3,6,3,1,5,1,5,2,3,1,1,1,4,6,4,6,3,2,2,2,3,3,3,7,8,2,66,1,1,1,6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",3,6,2,1,,1,3,2,1,4,2,4,4,5,2,2,3,3,3,4,3,5,4,5,3,2,0.000115307215,319,4438
"ESS11e02",11,"2.0","20.11.2024",61508,"ES",1.2194325,0.9572386,2.2531533,2.1568053,2,1,1,1,1,7,7,7,6,5,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,4,3,7,6,7,8,4,3,3,1,5,2,7,4,4,1,1,7,9,9,9,8,4,3,3,1,1,3,3,9,9,2,66,1,1,4,7,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",4,9,4,1,,2,5,1,6,2,3,6,2,1,4,3,2,5,4,6,3,4,1,1,5,4,0.00009468068,317,4393
"ESS11e02",11,"2.0","20.11.2024",61522,"ES",1.0092993,0.9696496,2.2531533,2.1847692,3,2,2,2,2,5,7,9,2,2,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,3,9,6,5,5,7,5,2,2,4,2,5,2,3,2,2,3,8,9,5,9,6,3,3,2,2,2,3,9,8,1,1,6,66,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"CH",1976,"SPA","000",1,1,"6666",1,"6666",4,5,4,1,,2,4,3,5,2,2,2,3,2,4,3,2,4,2,3,3,3,3,2,2,4,0.00011439292,281,4147
"ESS11e02",11,"2.0","20.11.2024",61527,"ES",1.005283,1.168114,2.2531533,2.6319396,1,2,4,2,4,3,8,7,1,4,7,0,3,,,,,,,,,,,,,,,,,,,,,,,,66,,,,2,2,2,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,9,7,7,4,5,3,7,4,2,5,5,2,2,4,2,2,2,3,2,5,10,6,3,3,2,1,1,3,5,3,1,2,6,66,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"CO",2023,"SPA","000",1,2,"CO",2,"CO",3,8,3,1,,2,3,1,3,2,4,1,1,3,2,2,1,4,1,3,2,4,2,4,1,3,0.00011484995,307,4336
"ESS11e02",11,"2.0","20.11.2024",61536,"ES",1.0012964,1.3018003,2.2531533,2.9331555,4,1,5,1,5,2,0,10,0,0,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,2,2,2,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,3,6,10,2,0,5,2,0,1,1,5,1,10,1,3,1,1,1,10,5,5,10,5,3,1,1,1,4,2,7,7,1,1,6,66,3,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","ENG",1,1,"6666",1,"6666",4,3,3,1,,3,5,3,1,6,1,3,3,3,4,2,1,5,2,1,4,5,1,2,3,2,0.000115307215,319,4457
"ESS11e02",11,"2.0","20.11.2024",61574,"ES",1.107322,0.98243886,2.2531533,2.2135854,4,2,1,1,2,6,7,7,5,5,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,5,7,6,5,5,5,5,4,2,4,2,7,2,2,2,2,2,6,6,2,7,6,2,2,2,2,3,3,6,6,2,66,2,66,4,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",3,9,4,1,,3,5,2,3,2,5,3,3,2,3,2,2,4,2,5,2,3,2,2,2,3,0.00010426659,324,4475
"ESS11e02",11,"2.0","20.11.2024",61590,"ES",0.9195803,1.0481403,2.2531533,2.3616207,3,1,1,1,3,0,3,5,0,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2,7,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,4,9,5,3,3,1,7,1,1,5,1,0,4,4,2,2,2,5,5,5,9,4,2,2,2,1,2,3,3,5,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","CAT",1,1,"6666",1,"6666",3,3,1,1,,3,5,3,6,1,4,3,3,1,3,2,2,6,2,6,3,5,3,5,6,2,0.00012555369,303,4291
"ESS11e02",11,"2.0","20.11.2024",61599,"ES",0.970378,1.0213176,2.2531533,2.3011851,3,1,1,1,2,4,5,6,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,5,3,3,5,5,2,1,5,2,5,3,3,3,3,3,4,5,4,7,5,3,2,2,2,3,3,7,5,1,1,6,66,4,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",3,6,4,1,,2,6,2,5,3,2,4,1,1,5,2,1,3,2,3,3,5,2,2,2,2,0.00011898115,288,4063
"ESS11e02",11,"2.0","20.11.2024",61669,"ES",1.0005656,0.987631,2.2531533,2.225284,2,3,2,2,2,6,7,6,6,6,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,9,,,,1,2,2,2,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,7,6,7,8,8,7,2,1,5,1,7,4,4,1,1,1,7,9,9,8,6,4,4,1,2,1,3,5,6,2,66,1,1,0,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","GLG",1,1,"6666",1,"6666",4,8,4,1,,1,6,1,6,1,3,3,1,1,1,1,1,2,1,6,1,5,1,1,3,2,0.00011539143,312,4362
"ESS11e02",11,"2.0","20.11.2024",61675,"ES",0.63668597,0.52458644,2.2531533,1.1819737,2,4,3,3,1,5,1,5,3,3,77,77,1,,,,,,,,,,,,,,,,,,,,,,,,7,,,,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,10,5,8,5,77,3,1,1,5,1,8,2,1,2,2,2,10,10,10,10,6,4,2,2,1,2,2,1,1,2,66,1,1,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",3,8,3,1,,5,6,1,6,3,5,1,2,3,5,1,1,5,2,6,2,6,1,2,2,2,0.0001813401,325,4478
"ESS11e02",11,"2.0","20.11.2024",61683,"ES",0.970378,0.9955942,2.2531533,2.2432263,2,2,3,2,3,7,0,0,5,5,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,2,1,2,8,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,8,4,8,7,6,4,2,2,5,2,5,2,2,1,1,1,8,7,8,8,4,4,5,2,2,3,3,10,9,2,66,7,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"SPA","000",1,1,"6666",1,"6666",3,10,4,1,,1,6,1,5,1,2,5,1,1,1,1,1,3,1,6,1,1,1,1,4,5,0.00011898115,288,4059
