pplfair,pplhlp,ppltrst,euftf,gincdif,polintr,stfeco,stfedu,stfgov,stfhlth,stflife,trstplc,trstplt,trstun,imbgeco,atcherp,happy,rlgdgr,sclmeet,ccnthum,impenva,impfreea,impricha,impsafea,imptrada,ipcrtiva,ipeqopta,iplylfra,ipmodsta,ipudrsta,P_fc,ideo_fc
5,7,5,1,2,4,4,6,4,10,10,0,0,0,4,0,9,10,6,5,2,2,3,3,2,2,3,2,3,2,13,2
5,2,0,5,1,1,3,5,6,4,10,10,4,2,3,0,10,10,7,55,2,2,5,2,2,2,1,2,2,2,14,2
5,4,5,5,3,4,3,3,5,6,5,5,0,5,5,5,5,5,5,4,2,2,5,2,2,2,1,2,2,2,6,2
4,3,4,5,3,4,0,3,0,3,5,0,0,0,5,0,5,0,7,3,2,4,5,4,6,1,1,2,2,3,6,0
4,0,4,0,1,4,3,0,0,2,6,0,0,2,0,5,8,1,6,4,2,2,5,2,2,2,1,2,2,2,6,2
2,3,2,3,2,3,2,2,2,2,5,6,4,2,3,3,6,4,3,4,3,3,5,1,2,4,2,3,3,3,10,1
5,4,1,2,1,3,5,4,5,3,5,4,0,5,1,5,6,1,6,4,3,2,4,1,3,3,2,2,4,3,4,2
3,6,2,4,2,3,1,3,1,2,5,5,1,5,3,5,3,4,4,3,1,1,5,1,3,5,3,1,1,2,19,2
0,0,0,0,1,4,0,0,0,0,10,10,0,0,0,0,0,0,7,1,2,2,5,2,2,2,1,2,2,2,6,0
4,1,4,5,1,3,2,3,1,1,5,5,2,5,4,10,5,5,6,5,2,3,5,5,2,5,5,2,2,2,30,0
5,7,5,3,2,2,5,4,5,5,6,6,1,3,5,3,8,7,4,3,2,4,6,3,3,3,4,2,4,4,18,2
5,2,0,5,2,2,0,0,1,2,1,10,0,0,5,0,8,5,6,3,2,2,5,2,2,2,1,2,2,2,6,2
0,0,0,5,1,2,0,0,0,5,1,0,1,3,3,10,6,0,6,55,1,1,3,1,1,1,1,1,1,1,13,0
9,10,6,5,1,3,6,5,6,0,10,6,0,5,4,7,10,5,7,55,2,2,5,1,3,1,1,1,2,2,14,2
8,1,2,4,1,3,2,3,5,4,3,5,0,3,1,2,3,2,5,55,2,3,4,2,4,4,1,2,3,3,14,2
5,6,5,5,2,2,3,5,4,4,6,5,3,5,5,3,5,6,4,3,2,2,5,2,2,2,2,2,2,2,18,2
6,7,6,6,2,3,2,3,1,4,6,2,1,6,5,0,7,8,6,5,2,4,4,2,2,2,2,4,2,3,6,2
3,4,3,6,2,3,4,4,3,2,6,5,3,4,2,7,6,1,3,3,2,2,5,2,2,2,2,3,3,4,11,2
6,6,5,5,1,1,5,3,0,3,2,5,2,5,6,6,6,0,2,3,2,3,5,2,2,5,2,2,2,2,6,1
5,3,5,5,1,4,0,4,0,0,4,3,0,4,5,9,4,4,2,5,1,4,3,1,1,1,2,4,1,4,6,0
2,2,2,5,1,4,6,5,6,5,6,3,3,3,3,10,6,4,6,4,2,2,5,2,2,2,1,2,2,2,14,1
2,2,2,4,3,2,3,2,3,3,4,1,3,3,2,10,5,5,4,5,2,2,2,1,1,2,3,1,2,2,29,1
3,2,6,4,1,3,3,4,2,1,6,2,0,2,2,2,8,7,7,55,3,2,3,4,4,2,1,2,5,6,20,1
0,0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,5,5,4,55,1,1,2,2,1,2,2,1,2,2,19,0
3,3,3,4,2,4,5,5,3,5,5,4,3,3,3,10,3,0,5,55,3,3,2,3,3,2,2,3,2,2,4,2
4,4,5,3,1,3,0,5,1,1,4,3,0,4,3,9,5,7,2,3,3,4,2,6,3,5,5,3,4,4,10,2
0,3,3,2,2,2,3,1,5,5,6,5,0,5,5,0,8,10,6,3,2,1,3,2,1,4,1,2,2,2,2,1
3,3,3,2,1,3,3,4,5,3,6,6,2,1,5,10,6,5,7,55,2,3,3,2,2,3,2,2,3,4,6,2
4,8,2,3,4,3,0,5,0,5,10,5,0,5,3,9,7,5,6,4,1,1,5,1,1,1,5,1,1,1,5,1
6,4,5,5,2,3,4,4,5,6,6,1,2,5,5,2,6,2,7,2,2,2,3,2,4,2,2,1,2,2,5,1
5,6,4,2,2,2,2,5,4,4,5,5,4,3,6,0,5,5,5,5,1,2,5,2,2,2,1,2,2,2,21,2
5,6,6,5,2,4,2,3,2,3,6,1,1,2,4,10,6,3,5,5,1,2,5,2,3,3,2,1,4,2,6,1
3,1,0,1,1,3,4,4,3,5,6,5,2,2,5,3,9,4,6,55,1,2,5,2,2,3,1,1,2,2,37,1
0,0,0,5,2,3,0,0,0,5,10,5,0,0,5,0,10,10,7,4,2,2,3,2,2,2,2,2,2,3,37,2
4,1,2,3,1,4,0,6,0,5,3,6,1,3,1,10,9,5,6,5,2,3,4,2,1,2,1,2,3,3,2,2
2,2,2,5,1,2,1,2,1,2,2,2,1,1,1,1,4,7,4,3,3,2,6,2,3,1,2,3,2,3,10,2
4,5,4,4,3,3,4,4,4,5,3,4,5,4,5,5,5,9,6,3,4,2,3,2,2,3,3,2,4,2,24,2
3,3,3,5,1,2,0,3,0,6,5,2,5,2,1,2,5,5,5,3,1,2,5,1,1,4,1,1,1,2,6,3
3,5,4,5,3,3,0,6,2,5,0,1,1,1,4,0,2,2,5,55,2,3,5,2,2,4,3,2,1,1,27,2
5,5,0,6,1,2,5,5,3,3,5,5,1,5,10,4,5,5,4,3,2,2,3,2,2,1,2,2,2,2,27,0
2,0,2,5,2,2,0,1,0,1,1,1,1,1,2,0,3,1,1,3,2,2,3,2,2,2,2,2,2,3,37,0
3,0,3,2,2,3,3,2,1,1,1,4,0,2,5,0,3,10,1,5,2,2,2,2,2,2,2,2,2,3,14,3
2,7,5,10,1,3,2,1,3,0,3,5,5,6,3,4,2,10,2,4,1,2,5,1,2,1,1,1,1,3,11,3
3,2,2,3,2,2,4,5,3,4,4,6,3,1,4,6,8,6,6,4,1,1,1,1,1,5,1,1,2,2,14,2
4,5,4,4,3,3,4,4,4,5,3,4,5,4,5,5,5,9,6,3,4,2,3,2,2,3,3,2,4,2,24,2
5,4,2,6,1,3,6,6,6,6,6,5,5,5,6,0,7,10,4,5,4,3,3,4,3,3,4,4,4,3,14,0
3,5,5,3,1,3,5,3,3,3,5,5,2,5,5,1,7,0,5,55,5,2,5,1,5,2,3,2,2,2,5,1
3,3,3,5,2,3,2,5,0,1,4,5,0,0,5,0,7,5,4,5,3,3,4,3,3,2,2,3,3,3,19,0
5,4,5,5,4,4,5,5,0,10,10,0,0,0,0,0,8,0,5,2,4,5,6,5,6,5,5,4,5,4,2,2
3,3,6,5,2,2,1,3,2,3,1,5,5,4,3,8,5,4,3,5,4,3,8,3,3,8,3,5,1,2,26,2
8,8,5,5,2,2,3,3,5,5,10,3,5,5,5,2,10,5,6,5,4,2,5,2,2,3,1,4,3,1,20,2
10,0,0,0,1,2,0,0,0,0,5,3,0,0,0,0,3,3,5,5,1,1,1,1,3,2,2,2,4,3,14,3
0,0,0,5,1,4,5,0,5,5,10,0,0,0,10,10,9,0,7,4,3,2,6,3,7,1,3,2,5,3,19,0
3,1,0,4,2,2,2,3,4,2,3,4,2,6,2,10,3,0,4,5,1,1,3,1,1,3,4,2,3,2,29,1
2,5,2,5,1,4,4,5,3,5,5,2,2,4,4,3,5,4,4,4,3,3,5,1,1,5,1,1,2,3,4,2
7,7,4,5,3,3,4,4,5,6,6,5,4,5,5,5,7,6,6,5,2,3,3,2,4,3,3,2,4,2,16,2
10,8,6,0,1,1,0,3,0,2,10,5,2,0,4,5,9,8,5,2,2,1,5,1,3,2,1,1,2,1,1,2
8,5,6,0,4,4,5,3,5,1,5,0,0,0,0,6,8,0,6,3,4,1,1,1,1,2,1,1,6,4,16,2
2,1,1,3,1,2,0,0,0,0,2,0,0,0,5,0,3,2,6,5,2,2,6,3,4,4,1,2,2,4,5,0
5,5,5,4,3,2,4,3,3,4,6,2,5,6,6,0,7,2,3,5,2,2,5,2,4,4,2,3,3,2,5,2
5,4,5,5,1,3,5,5,5,3,5,5,5,5,5,9,5,5,4,1,4,4,3,3,4,3,3,4,4,4,6,2
3,3,3,5,2,2,5,6,6,4,5,5,5,5,3,9,5,4,6,5,2,2,6,2,2,3,4,2,3,2,27,2
4,6,3,5,2,3,5,5,5,5,5,5,5,5,5,5,5,10,2,3,2,2,5,2,2,2,2,2,2,2,1,2
3,2,3,6,3,3,0,5,2,5,5,6,2,5,5,5,6,7,4,55,3,3,5,2,3,4,3,2,3,3,19,2
5,6,5,5,1,4,0,5,0,5,0,2,0,0,5,0,0,10,3,55,2,2,3,2,2,2,2,2,2,3,13,3
3,5,4,4,1,3,1,3,2,2,4,0,1,2,1,10,4,4,4,55,1,3,1,1,1,3,2,1,2,3,29,2
1,0,2,10,1,3,0,1,2,0,0,0,0,5,3,2,0,0,3,1,1,1,1,1,4,6,1,2,1,1,26,0
5,3,5,10,1,2,0,2,0,4,6,6,1,5,10,10,7,7,5,55,2,1,5,3,2,3,3,1,3,3,14,0
0,0,0,4,2,2,4,5,5,4,4,5,0,0,0,7,8,8,6,5,1,2,3,2,1,3,2,1,2,1,37,3
0,0,5,5,2,4,0,5,0,5,5,0,0,5,0,5,0,10,2,55,2,2,5,2,2,2,2,2,2,2,30,2
5,5,5,4,4,3,1,4,2,4,5,2,2,1,1,7,5,7,4,3,3,4,3,3,3,2,3,3,3,3,24,2
5,1,4,4,1,2,3,3,4,1,4,1,0,2,2,2,8,9,3,5,1,1,4,1,1,4,1,1,1,1,10,2
2,3,3,4,2,4,3,5,3,4,5,6,4,5,4,0,6,7,5,5,2,3,5,3,3,2,3,4,2,3,19,2
0,0,0,0,1,1,5,5,0,5,5,5,0,0,0,0,5,2,4,4,1,2,3,1,2,3,1,3,4,4,22,2
5,5,2,5,2,4,5,4,1,2,5,0,0,0,6,2,5,5,4,5,5,5,9,4,5,5,5,5,5,5,27,2
3,3,3,4,2,4,4,5,0,3,6,6,0,0,2,5,8,2,6,5,2,2,4,2,2,2,2,2,2,2,6,0
2,2,2,4,4,4,1,1,1,1,0,1,1,1,0,4,5,10,6,4,2,2,5,2,2,3,2,2,2,2,14,3
3,3,4,2,1,3,3,4,4,5,6,5,5,4,6,0,6,4,5,55,1,3,5,2,2,4,1,1,1,2,8,2
2,2,2,5,1,2,0,5,0,6,6,0,0,0,0,0,6,0,3,4,1,1,6,2,4,4,2,2,2,3,13,0
4,4,3,5,3,4,3,3,2,3,2,2,3,3,4,0,6,8,7,5,2,2,5,2,2,2,2,2,2,2,14,0
2,4,4,4,2,3,1,1,2,3,3,3,2,2,6,4,5,6,6,4,2,2,2,2,2,3,2,2,2,4,8,1
5,1,5,5,4,1,0,0,0,2,2,4,0,2,6,10,7,1,3,55,2,1,5,2,2,2,1,2,2,2,6,0
5,5,6,4,2,3,3,5,3,4,4,6,4,3,6,8,7,5,5,55,3,2,5,3,5,3,1,5,2,5,26,2
3,2,0,0,5,3,5,5,0,4,10,6,0,6,2,10,10,2,5,3,2,2,5,2,2,2,2,2,2,2,18,2
4,1,2,10,2,4,0,0,0,2,4,0,0,1,0,10,7,0,3,1,1,2,5,6,6,2,2,2,5,4,8,2
3,1,3,2,3,3,2,5,2,0,5,3,2,2,5,10,6,0,6,3,2,3,4,3,2,1,2,2,2,3,4,1
5,3,5,5,3,3,3,2,3,4,5,6,3,2,5,5,3,7,5,4,2,3,5,1,4,4,2,2,2,2,5,2
5,4,2,6,2,2,5,3,4,1,4,5,1,1,10,3,5,5,4,5,2,4,4,4,3,3,3,2,4,3,33,2
2,0,0,5,1,3,0,0,1,0,2,3,2,5,4,1,6,7,2,2,3,2,3,1,3,2,3,3,3,3,10,2
3,4,3,3,4,4,3,3,3,3,4,6,1,1,2,3,3,3,6,3,4,3,4,5,4,4,5,4,4,4,14,1
1,3,0,2,1,3,5,3,2,3,0,5,0,2,5,0,0,0,4,3,2,2,6,1,1,3,1,1,2,1,5,2
10,0,4,5,1,2,3,3,6,10,4,0,4,6,5,10,5,10,2,5,1,2,4,3,2,2,3,3,3,1,10,2
6,5,4,5,2,3,5,5,4,2,6,3,1,4,3,5,6,4,6,3,2,2,4,2,2,2,4,2,2,2,14,0
5,1,5,5,2,3,0,1,0,0,5,4,0,0,5,0,5,5,6,55,3,4,4,3,3,5,3,3,5,4,26,2
2,0,0,0,3,4,0,0,2,5,1,4,0,0,0,0,2,9,3,4,6,4,5,2,6,4,1,4,2,5,8,3
5,0,0,5,2,4,0,3,0,2,5,0,0,0,5,5,5,1,6,5,1,1,5,1,3,5,1,1,1,1,37,0
1,8,3,0,3,4,2,10,3,2,2,0,4,0,0,5,8,9,4,5,5,5,4,3,5,2,2,3,5,5,2,3
3,1,5,5,2,4,5,5,5,4,5,5,2,3,4,5,7,7,3,3,3,3,5,3,3,3,3,3,3,3,22,2
0,10,10,10,4,4,10,10,10,10,10,10,10,10,10,10,10,10,6,4,2,2,2,2,2,2,2,2,2,2,13,3
5,5,4,5,1,1,2,0,3,0,4,0,0,0,3,0,5,4,4,5,2,5,2,2,2,2,2,3,2,2,29,0
4,4,4,0,2,2,5,4,4,4,4,2,2,5,5,3,5,5,6,3,2,2,3,2,2,2,2,2,2,3,37,2
2,2,2,5,1,4,5,4,5,2,5,1,1,1,2,8,5,3,5,5,8,8,8,1,8,8,8,8,8,8,26,2
7,4,6,5,3,4,5,6,5,4,5,3,3,4,6,9,7,5,6,3,5,4,3,3,5,4,3,3,4,3,26,2
4,5,3,2,2,4,0,3,0,2,6,3,0,6,0,1,3,5,1,3,2,3,4,2,2,2,2,2,1,2,14,2
0,0,0,1,3,2,0,0,0,0,0,0,0,0,5,1,4,3,4,5,1,1,3,1,1,3,1,1,2,1,26,2
0,3,3,10,1,3,6,5,5,5,10,4,2,4,0,10,10,3,7,3,2,1,4,1,1,1,1,1,9,1,6,2
4,5,4,10,1,3,4,5,4,6,6,6,4,4,4,10,6,5,6,5,5,3,5,6,3,6,4,4,5,4,26,2
5,5,1,5,2,4,4,10,3,5,10,5,1,10,4,10,10,5,6,5,2,2,5,2,2,2,1,2,2,2,14,1
7,9,6,1,1,3,0,2,1,3,2,1,1,0,4,0,3,3,3,3,5,3,2,4,2,2,2,2,2,2,14,2
4,7,6,5,4,4,5,6,4,6,5,2,2,5,5,4,5,2,5,4,1,1,3,2,4,5,2,2,2,3,8,2
5,4,4,4,2,3,3,3,3,5,3,3,3,3,5,4,7,0,7,5,2,2,4,3,2,2,2,2,3,2,5,2
0,0,0,0,1,4,0,0,0,0,10,1,0,4,0,6,10,10,2,4,4,3,5,2,2,4,2,2,3,3,24,2
9,0,4,5,1,2,1,6,2,2,6,6,4,0,5,0,5,5,5,5,2,2,5,2,2,5,5,2,2,2,22,2
4,2,4,2,2,3,5,10,5,10,3,10,0,10,3,10,10,10,5,4,1,1,3,2,3,2,2,2,2,2,6,2
2,2,2,2,2,2,3,2,1,3,5,2,0,0,1,10,5,1,5,5,2,1,3,2,6,1,2,2,2,1,5,2
1,1,2,5,3,3,3,3,1,3,2,4,1,5,0,10,5,2,3,5,3,3,5,5,2,3,1,2,5,3,4,2
3,3,4,5,2,3,5,5,5,5,5,3,4,4,2,10,2,5,7,3,3,3,3,3,3,3,3,3,3,3,19,2
5,6,6,5,2,2,3,2,1,2,5,2,2,5,4,9,6,7,6,5,1,2,3,2,3,2,2,3,3,2,29,2
4,2,3,0,1,2,3,3,0,0,1,2,1,0,5,2,4,6,7,1,5,1,3,2,6,6,1,4,2,4,26,2
4,5,4,5,1,2,3,4,4,4,4,5,4,4,6,0,8,6,3,4,3,3,5,2,3,5,3,3,2,2,19,2
2,3,3,4,2,2,3,4,0,1,4,6,6,4,3,5,4,6,3,3,2,1,2,1,2,1,2,1,4,5,24,0
5,5,5,4,5,3,5,4,5,4,6,4,3,5,4,9,5,4,4,3,3,4,4,3,3,3,4,4,4,3,4,2
5,0,5,5,2,2,3,5,4,3,6,6,3,6,4,6,6,0,4,5,2,1,4,2,6,3,2,3,4,4,14,1
5,4,4,3,3,2,0,5,0,1,5,1,0,4,5,0,7,2,7,5,3,4,4,2,5,4,3,2,3,2,19,0
6,6,6,3,2,3,6,4,4,4,4,4,6,6,6,10,4,6,6,4,4,2,3,3,3,3,4,2,4,5,19,1
5,5,5,5,3,3,5,5,5,5,5,3,5,4,5,10,7,5,2,5,3,5,1,2,2,3,3,2,2,4,29,2
10,5,10,10,1,1,10,0,0,2,10,5,0,5,10,5,10,5,7,1,1,1,6,2,1,2,1,1,2,2,18,2
3,0,0,0,2,3,4,3,6,4,6,0,0,0,0,5,9,0,3,5,2,5,4,1,1,2,5,1,2,2,4,2
7,1,5,5,2,3,4,4,4,6,3,1,1,1,1,5,5,4,5,4,1,1,2,2,2,3,2,3,2,1,30,2
0,0,0,5,1,3,0,2,0,4,2,0,0,0,0,0,4,8,3,5,1,1,3,1,1,3,2,2,2,1,29,3
3,4,4,5,1,2,0,0,0,2,6,4,0,3,5,0,6,0,4,3,1,1,3,1,1,1,1,1,1,1,13,2
6,4,5,5,1,1,0,2,0,2,3,5,5,5,6,4,5,5,5,4,1,1,5,1,1,1,1,1,2,1,30,1
3,3,3,5,1,2,0,3,0,6,5,2,5,2,1,10,5,5,5,5,1,2,5,1,1,4,1,1,1,2,6,3
4,2,3,2,1,4,1,3,1,3,6,0,0,0,2,1,6,7,4,55,3,3,5,3,3,3,2,3,3,3,14,2
3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,2,3,4,3,4,3,3,3,3,14,0
4,4,5,3,2,3,1,1,2,1,2,4,2,0,5,0,5,0,3,4,2,6,5,2,3,5,2,2,2,2,5,1
5,5,3,4,1,3,0,5,1,5,5,1,0,1,3,5,6,4,5,5,1,2,5,1,2,1,2,2,3,3,21,0
8,8,2,5,2,1,3,4,5,6,5,3,1,4,4,10,5,4,2,5,2,1,4,1,1,2,2,3,2,3,5,2
5,0,3,5,2,3,0,0,0,3,10,5,0,0,0,10,10,5,6,4,1,1,4,5,1,2,1,1,2,2,6,1
5,5,5,5,2,2,3,4,0,4,5,3,2,2,3,5,5,5,7,5,2,2,5,2,2,2,2,2,2,2,1,2
1,3,1,3,1,2,2,1,1,2,2,1,2,2,2,0,3,0,5,55,1,1,6,3,6,2,2,1,3,1,5,0
5,3,5,5,2,2,1,4,2,4,6,5,2,4,4,1,7,0,6,2,2,2,5,1,3,2,2,1,2,1,5,2
3,3,3,2,2,3,4,3,5,4,3,1,0,0,4,6,5,2,4,4,2,3,5,3,3,3,2,4,2,3,24,2
3,5,2,0,4,3,2,2,2,0,6,2,0,3,3,3,6,7,6,3,2,2,3,2,2,2,2,2,2,3,37,0
2,2,3,2,1,2,1,5,0,2,2,0,0,0,0,3,2,2,7,5,4,4,5,4,3,2,4,4,5,5,4,0
3,5,3,5,1,2,4,2,6,3,6,3,2,0,2,6,8,5,2,5,2,3,5,1,1,5,2,1,2,2,1,1
5,4,3,5,4,3,4,4,4,4,6,3,3,5,4,9,6,3,5,4,2,2,5,2,2,2,2,2,2,2,18,2
5,4,4,1,2,4,4,3,3,3,5,3,0,2,0,10,5,3,2,4,3,3,5,2,4,4,1,2,1,2,4,0
7,5,5,2,1,4,3,4,3,5,10,1,3,4,5,1,10,0,5,55,9,9,9,9,9,9,9,9,9,9,20,2
0,1,0,3,1,3,3,0,5,0,0,2,1,1,2,0,0,3,7,55,3,2,5,1,4,2,1,2,1,2,8,1
3,5,3,6,2,4,5,4,2,5,5,5,2,3,5,10,7,8,4,55,2,2,2,2,2,2,2,2,2,2,30,0
5,5,4,3,1,4,0,2,1,2,6,5,0,4,5,10,6,0,6,3,1,1,5,1,5,1,1,1,1,1,6,1
9,3,5,5,2,3,0,5,0,4,5,0,0,0,5,2,10,5,6,55,5,4,4,4,4,4,5,4,4,4,33,0
7,6,6,3,2,3,4,5,4,5,6,6,2,4,6,4,7,9,2,4,3,3,4,3,1,5,4,4,2,4,10,1
6,5,5,5,3,2,4,5,6,4,5,5,4,4,4,0,5,5,5,3,4,2,3,3,3,2,4,3,4,3,6,2
5,3,5,3,3,2,2,4,0,0,0,3,1,3,2,0,2,4,3,3,1,4,3,2,4,4,3,2,3,4,26,1
0,0,0,5,2,3,3,5,5,2,6,5,2,2,0,0,5,0,6,55,1,1,4,1,2,3,1,1,4,2,37,2
2,2,4,5,4,4,0,3,4,3,5,4,0,2,0,5,5,3,6,5,2,5,5,2,8,3,2,2,2,2,8,2
6,6,5,2,4,4,4,4,5,5,4,1,1,1,4,2,6,2,6,4,3,2,3,2,3,2,2,2,3,3,29,2
6,3,5,5,2,3,3,4,0,6,10,6,3,4,5,10,8,6,6,2,3,2,5,2,2,2,2,2,2,2,6,2
2,4,3,5,2,2,3,4,4,3,4,4,4,5,5,5,7,4,4,3,2,3,3,3,5,3,2,3,2,4,24,2
5,6,0,5,3,3,2,5,0,5,6,2,0,0,5,0,6,2,3,4,2,2,3,2,2,2,2,2,2,3,13,0
5,5,5,2,2,3,5,2,3,3,3,4,2,2,2,5,3,0,4,3,1,1,4,2,1,2,2,1,1,1,5,2
0,0,0,0,1,3,0,0,0,0,3,5,0,0,0,0,3,10,6,5,1,4,6,2,1,6,1,1,1,4,14,3
0,2,2,3,2,1,0,0,4,2,0,6,0,5,5,7,3,0,5,4,2,2,5,2,2,2,2,2,2,2,6,0
5,3,2,4,2,4,1,3,2,2,6,6,1,2,1,1,4,7,2,4,3,3,5,1,2,4,2,2,2,3,10,2
2,2,3,5,2,3,1,4,2,2,4,4,3,3,1,1,5,0,3,3,2,2,2,3,4,1,3,2,4,5,11,2
5,4,6,5,2,2,2,3,2,5,6,3,1,3,3,10,6,9,6,5,2,2,5,3,3,1,1,2,2,2,6,2
5,2,6,4,1,2,3,4,2,4,3,4,3,5,3,5,4,2,2,5,7,7,7,7,7,7,7,7,7,7,11,0
5,6,3,4,1,1,3,6,3,3,3,3,0,5,5,10,5,7,4,5,4,1,2,5,1,4,2,3,3,3,13,1
4,4,1,5,2,3,5,5,5,5,5,4,4,4,0,0,5,0,6,5,8,8,8,8,8,8,8,8,8,8,29,2
4,4,3,2,2,1,3,4,0,6,3,4,2,5,3,3,5,0,5,5,3,4,5,5,5,4,4,3,4,4,8,2
4,2,1,5,2,3,2,5,1,10,6,5,0,5,0,6,7,10,2,1,1,1,6,1,6,1,1,2,1,1,8,2
1,3,1,5,2,3,1,1,1,1,1,1,1,2,1,0,1,3,1,4,2,2,5,2,2,5,4,5,2,5,33,0
5,5,5,4,1,2,1,5,0,4,2,2,1,2,4,5,3,2,6,55,1,3,6,2,3,3,1,1,1,3,19,1
2,3,2,0,1,3,2,2,2,2,5,5,1,3,5,5,8,5,6,5,2,2,4,1,3,3,1,3,3,2,19,2
4,4,6,2,2,3,1,2,2,2,1,3,2,2,2,4,4,4,6,3,3,3,3,3,4,3,3,3,3,3,14,0
4,4,3,5,1,2,3,6,4,3,5,3,3,6,5,10,7,7,4,5,2,2,5,3,2,1,1,2,3,2,5,2
6,4,3,5,3,3,3,6,5,2,3,5,4,5,5,1,3,0,5,55,2,3,3,2,2,3,2,3,4,3,4,2
3,2,3,6,2,3,0,1,0,5,10,6,1,5,2,5,7,0,6,3,5,1,2,6,6,5,1,5,3,4,4,1
3,6,3,4,4,3,5,5,5,5,5,5,4,4,4,5,8,9,6,4,2,2,5,2,2,2,2,2,2,2,5,2
3,2,3,5,2,3,3,5,5,6,4,5,5,5,3,10,6,0,7,5,2,3,1,1,4,4,1,2,2,2,5,0
3,4,6,5,4,1,0,1,0,1,3,1,0,1,5,5,3,6,2,4,3,1,5,1,3,2,1,2,3,4,10,2
3,4,4,2,2,2,2,4,4,2,6,6,5,6,2,7,7,2,6,3,2,2,4,2,1,5,2,2,1,4,14,0
4,3,3,1,2,4,2,0,4,3,5,5,5,0,0,5,10,6,4,55,1,1,2,1,1,1,1,2,1,1,29,3
6,6,6,5,1,2,5,5,6,5,5,5,5,5,5,6,6,6,2,2,3,2,3,3,5,2,2,1,2,4,10,2
4,3,4,6,2,2,3,5,2,5,3,0,0,0,6,0,4,4,4,55,3,3,3,2,5,2,3,2,4,5,26,2
2,1,1,2,1,2,0,4,1,5,10,4,1,1,2,0,9,9,5,5,1,1,5,1,1,3,2,1,1,1,30,2
3,2,0,5,1,4,0,2,0,4,4,4,0,0,2,3,4,5,5,5,2,2,5,2,2,2,2,2,2,2,5,0
3,2,3,0,1,2,1,2,1,4,2,0,0,2,0,0,3,2,4,5,3,4,5,2,4,3,1,3,1,2,8,0
5,5,5,6,1,1,3,2,1,4,5,0,2,5,5,4,5,0,5,4,1,1,6,4,3,2,2,2,3,4,14,0
6,6,6,4,2,3,2,5,2,5,2,5,4,5,4,5,4,0,6,5,2,4,5,4,5,2,2,2,5,4,8,1
1,0,0,6,1,1,1,1,0,0,1,1,0,2,1,0,1,5,2,4,1,1,6,2,1,1,1,1,1,1,21,2
3,4,2,1,1,4,1,1,1,2,1,1,1,1,2,1,2,9,4,3,3,3,4,2,2,2,2,3,2,3,24,0
2,3,3,3,4,2,3,4,2,4,4,4,3,2,5,2,5,4,2,3,3,2,6,2,6,3,4,3,6,2,16,2
5,4,4,4,5,3,3,4,4,5,5,4,5,5,5,5,4,2,5,4,3,3,2,2,3,2,4,2,3,3,5,1
1,2,5,5,2,3,3,4,1,2,2,0,1,2,4,10,2,3,2,2,2,2,5,1,2,5,2,4,1,2,26,2
4,2,1,3,2,3,1,2,2,0,5,5,0,0,4,0,7,8,3,3,1,1,4,2,2,4,2,2,1,5,14,2
5,4,5,5,1,4,0,0,0,0,0,5,0,5,5,9,9,5,6,3,3,1,1,1,3,1,2,2,3,3,10,1
5,0,0,0,4,4,0,0,0,0,10,5,0,5,0,10,7,5,6,55,1,1,6,1,1,2,1,1,1,6,14,1
5,3,5,5,3,3,3,3,4,5,6,4,3,6,1,10,7,5,6,1,2,2,5,3,5,5,2,1,2,2,8,2
7,6,6,3,2,3,4,5,4,5,6,6,2,4,6,4,7,9,2,4,3,3,4,3,1,5,4,4,2,4,10,1
6,6,5,5,4,3,5,5,5,5,5,6,6,6,3,0,7,7,5,4,3,3,4,5,1,3,4,4,3,4,6,2
2,2,3,5,1,3,2,6,1,6,6,6,4,3,2,1,4,1,5,5,2,2,3,2,2,2,2,3,3,3,30,2
4,2,4,5,2,3,1,3,1,0,2,4,1,3,2,0,2,0,4,1,3,3,5,2,2,5,2,3,2,4,4,2
2,2,2,4,4,2,0,4,0,4,6,4,1,5,5,8,5,7,7,5,1,2,3,2,1,2,4,1,1,1,8,2
2,1,1,1,5,3,1,2,1,1,1,4,1,5,3,2,3,7,5,4,1,2,2,2,2,3,3,1,2,4,13,2
4,3,4,3,2,2,2,4,3,6,4,5,2,5,4,0,5,3,2,4,1,1,4,2,3,3,1,1,3,1,1,2
6,6,5,5,1,4,3,3,2,5,5,0,2,1,6,1,5,7,4,4,4,5,3,3,2,2,1,3,2,1,14,0
7,0,3,5,1,3,2,5,3,6,3,1,2,0,5,10,6,8,5,5,4,2,3,3,6,4,2,1,3,3,8,1
5,8,5,10,4,1,0,0,0,2,10,6,0,10,10,10,10,0,6,5,1,1,4,2,6,2,2,1,1,1,14,0
0,0,0,4,1,2,2,4,4,5,2,4,5,5,5,4,5,4,4,4,3,4,3,3,4,2,3,3,4,3,24,2
2,6,4,5,2,3,3,5,6,2,5,0,0,2,2,0,6,6,1,5,3,5,2,4,6,5,1,6,1,2,6,3
2,4,2,0,3,3,4,3,3,3,5,4,2,2,0,10,7,3,5,2,2,2,3,2,1,2,1,2,2,2,20,2
3,4,3,6,1,1,2,3,2,2,6,6,3,6,6,8,7,2,4,3,2,1,2,2,5,2,1,1,5,3,11,0
4,3,3,4,2,4,6,6,4,3,6,3,3,4,4,8,6,9,6,3,1,3,4,1,3,2,2,2,3,3,4,1
